Active Commuters,Active Providers,Total Transactions,Active NFT Listings,Average NFT Price,Completed Trips,AMM Pools,AMM Trading Volume,Execution Time
5,4,58,0,0,58,0,0,"{'commuter_decisions': 0.0006270408630371094, 'provider_offers': 7.421037425165591e-05, 'marketplace_update': 3.814697265625e-06, 'blockchain_operations': 0.017692576283993927}"
7,4,60,0,0,60,0,0,"{'commuter_decisions': 0.0008153418699900309, 'provider_offers': 7.698933283487956e-05, 'marketplace_update': 3.824631373087565e-06, 'blockchain_operations': 0.016956329345703125}"
7,4,60,0,0,60,0,0,"{'commuter_decisions': 0.0007842540740966797, 'provider_offers': 7.863044738769532e-05, 'marketplace_update': 3.843307495117188e-06, 'blockchain_operations': 0.021862630844116212}"
7,4,64,0,0,64,0,0,"{'commuter_decisions': 0.0007552458689762995, 'provider_offers': 8.091559776893028e-05, 'marketplace_update': 3.814697265625e-06, 'blockchain_operations': 0.021022521532498874}"
7,4,64,0,0,64,0,0,"{'commuter_decisions': 0.0007282274740713614, 'provider_offers': 8.236920392071759e-05, 'marketplace_update': 3.788206312391493e-06, 'blockchain_operations': 0.02024454540676541}"
8,4,64,0,0,64,0,0,"{'commuter_decisions': 0.0007792881556919643, 'provider_offers': 8.479186466761998e-05, 'marketplace_update': 3.7550926208496094e-06, 'blockchain_operations': 0.019522173064095632}"
8,4,64,0,0,64,0,0,"{'commuter_decisions': 0.0007538959897797683, 'provider_offers': 8.749139719995959e-05, 'marketplace_update': 3.765369283741918e-06, 'blockchain_operations': 0.02126210311363483}"
8,4,66,0,0,66,0,0,"{'commuter_decisions': 0.0007301648457845052, 'provider_offers': 8.960564931233724e-05, 'marketplace_update': 3.7749608357747397e-06, 'blockchain_operations': 0.020556004842122395}"
8,4,66,0,0,66,0,0,"{'commuter_decisions': 0.000707449451569588, 'provider_offers': 9.068366019956528e-05, 'marketplace_update': 3.753169890372984e-06, 'blockchain_operations': 0.01989352318548387}"
8,4,66,0,0,66,0,0,"{'commuter_decisions': 0.000686153769493103, 'provider_offers': 9.153783321380615e-05, 'marketplace_update': 3.6656856536865234e-06, 'blockchain_operations': 0.01927237957715988}"
9,4,66,0,0,66,0,0,"{'commuter_decisions': 0.0007309118906656901, 'provider_offers': 9.34600830078125e-05, 'marketplace_update': 3.648526740796638e-06, 'blockchain_operations': 0.018688881036007042}"
9,4,66,0,0,66,0,0,"{'commuter_decisions': 0.0007107959074132583, 'provider_offers': 9.644732755773207e-05, 'marketplace_update': 3.7165249095243565e-06, 'blockchain_operations': 0.020252704620361328}"
9,4,68,0,0,68,0,0,"{'commuter_decisions': 0.0006917408534458705, 'provider_offers': 9.794916425432478e-05, 'marketplace_update': 3.6988939557756696e-06, 'blockchain_operations': 0.01967534337724958}"
12,4,68,0,0,68,0,0,"{'commuter_decisions': 0.002031723658243815, 'provider_offers': 0.00010085768169826931, 'marketplace_update': 3.6822424994574653e-06, 'blockchain_operations': 0.019129282898373075}"
13,4,68,0,0,68,0,0,"{'commuter_decisions': 0.0022115965147276183, 'provider_offers': 0.00017032107791385134, 'marketplace_update': 3.7180410849081504e-06, 'blockchain_operations': 0.028257518201260955}"
14,4,85,0,0,85,0,0,"{'commuter_decisions': 0.00288839716660349, 'provider_offers': 0.000171736667030736, 'marketplace_update': 3.745681361148232e-06, 'blockchain_operations': 0.027514714943735225}"
16,4,86,0,0,86,0,0,"{'commuter_decisions': 0.0029663917345878407, 'provider_offers': 0.00017328140063163562, 'marketplace_update': 3.747450999724559e-06, 'blockchain_operations': 0.028639720036433294}"
19,4,88,0,0,88,0,0,"{'commuter_decisions': 0.0031149089336395264, 'provider_offers': 0.0001745760440826416, 'marketplace_update': 3.7491321563720702e-06, 'blockchain_operations': 0.03211594820022583}"
23,4,98,0,0,98,0,0,"{'commuter_decisions': 0.007177765776471394, 'provider_offers': 0.0001762901864400724, 'marketplace_update': 3.7798067418540396e-06, 'blockchain_operations': 0.03133351046864579}"
25,4,102,0,0,102,0,0,"{'commuter_decisions': 0.007817274048214867, 'provider_offers': 0.0001776388713291713, 'marketplace_update': 3.826050531296503e-06, 'blockchain_operations': 0.03772964364006406}"
26,4,120,0,0,120,0,0,"{'commuter_decisions': 0.00768598290376885, 'provider_offers': 0.00017879175585369732, 'marketplace_update': 3.825786501862282e-06, 'blockchain_operations': 0.03685312492902889}"
27,4,120,0,0,120,0,0,"{'commuter_decisions': 0.007567167282104492, 'provider_offers': 0.00018032030625776812, 'marketplace_update': 3.84720889004794e-06, 'blockchain_operations': 0.0377625281160528}"
27,4,122,0,0,122,0,0,"{'commuter_decisions': 0.007399940490722656, 'provider_offers': 0.0001816007826063368, 'marketplace_update': 3.85178460015191e-06, 'blockchain_operations': 0.03858374489678277}"
27,4,124,0,0,124,0,0,"{'commuter_decisions': 0.007239657899607782, 'provider_offers': 0.00018230210179867953, 'marketplace_update': 3.835429315981657e-06, 'blockchain_operations': 0.03774562607640806}"
27,4,124,0,0,124,0,0,"{'commuter_decisions': 0.007086023371270362, 'provider_offers': 0.00018256775876309008, 'marketplace_update': 3.7994790584483043e-06, 'blockchain_operations': 0.03694301463188009}"
27,4,124,0,0,124,0,0,"{'commuter_decisions': 0.0069387902816136675, 'provider_offers': 0.00018274287382761636, 'marketplace_update': 3.7650267283121743e-06, 'blockchain_operations': 0.036173850297927856}"
27,4,124,0,0,124,0,0,"{'commuter_decisions': 0.0067975715715058, 'provider_offers': 0.00018296922956194197, 'marketplace_update': 3.7076521892936864e-06, 'blockchain_operations': 0.03543607556090063}"
29,4,124,0,0,124,0,0,"{'commuter_decisions': 0.006779336929321289, 'provider_offers': 0.00018401145935058593, 'marketplace_update': 3.7145614624023438e-06, 'blockchain_operations': 0.03472781658172607}"
29,4,128,0,0,128,0,0,"{'commuter_decisions': 0.006646983763750862, 'provider_offers': 0.00018512501436121324, 'marketplace_update': 3.7445741541245403e-06, 'blockchain_operations': 0.03404748673532523}"
29,4,128,0,0,128,0,0,"{'commuter_decisions': 0.0065195606305049015, 'provider_offers': 0.0001855309192950909, 'marketplace_update': 3.727582784799429e-06, 'blockchain_operations': 0.033393263816833496}"
30,4,128,0,0,128,0,0,"{'commuter_decisions': 0.007228846819895618, 'provider_offers': 0.00018683019674049233, 'marketplace_update': 3.7517187730321346e-06, 'blockchain_operations': 0.032763656580223226}"
31,4,128,0,0,128,0,0,"{'commuter_decisions': 0.007257148071571633, 'provider_offers': 0.00024329732965540002, 'marketplace_update': 3.7528850414134837e-06, 'blockchain_operations': 0.03386051566512496}"
32,4,131,0,0,131,0,0,"{'commuter_decisions': 0.007302566008134322, 'provider_offers': 0.0002434903925115412, 'marketplace_update': 3.7583437832919034e-06, 'blockchain_operations': 0.03324555917219682}"
32,4,131,0,0,131,0,0,"{'commuter_decisions': 0.007172801664897374, 'provider_offers': 0.0002430762563432966, 'marketplace_update': 3.759350095476423e-06, 'blockchain_operations': 0.03606915473937988}"
34,4,138,0,0,138,0,0,"{'commuter_decisions': 0.007631297697100723, 'provider_offers': 0.00024330406858209978, 'marketplace_update': 3.760321098461486e-06, 'blockchain_operations': 0.035437065258360746}"
35,4,139,0,0,139,0,0,"{'commuter_decisions': 0.007588296101011079, 'provider_offers': 0.0002430718520591999, 'marketplace_update': 3.765369283741918e-06, 'blockchain_operations': 0.034827183032857964}"
35,4,139,0,0,139,0,0,"{'commuter_decisions': 0.007460311307745464, 'provider_offers': 0.00024281922033277608, 'marketplace_update': 3.7823693226959747e-06, 'blockchain_operations': 0.03694698770167464}"
35,4,148,0,0,148,0,0,"{'commuter_decisions': 0.00733652114868164, 'provider_offers': 0.00024255514144897461, 'marketplace_update': 3.8027763366699217e-06, 'blockchain_operations': 0.03633180856704712}"
35,4,148,0,0,148,0,0,"{'commuter_decisions': 0.007216695879326492, 'provider_offers': 0.00024239743342165088, 'marketplace_update': 3.818605766921747e-06, 'blockchain_operations': 0.035736893044143424}"
36,4,148,0,0,148,0,0,"{'commuter_decisions': 0.007592908797725555, 'provider_offers': 0.00024314849607406125, 'marketplace_update': 3.856997336110761e-06, 'blockchain_operations': 0.03516094530782392}"
36,4,149,0,0,149,0,0,"{'commuter_decisions': 0.007473007081046937, 'provider_offers': 0.00024328913007463728, 'marketplace_update': 3.875248015873016e-06, 'blockchain_operations': 0.03581672623043969}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.007356580346822739, 'provider_offers': 0.0002428293228149414, 'marketplace_update': 3.863126039505005e-06, 'blockchain_operations': 0.035257671028375626}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.007243677286001352, 'provider_offers': 0.00024238733144906852, 'marketplace_update': 3.866048959585336e-06, 'blockchain_operations': 0.03471567447368915}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.007134181080442487, 'provider_offers': 0.00024180701284697562, 'marketplace_update': 3.83998408462062e-06, 'blockchain_operations': 0.03419008399500991}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.007027956976819395, 'provider_offers': 0.00024131518691333372, 'marketplace_update': 3.814697265625e-06, 'blockchain_operations': 0.033680186342837204}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.006924836074604708, 'provider_offers': 0.00024079575258142809, 'marketplace_update': 3.7726233987247244e-06, 'blockchain_operations': 0.03318527165581198}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.006824721460757049, 'provider_offers': 0.0002402913743171139, 'marketplace_update': 3.745590431102808e-06, 'blockchain_operations': 0.0327047195987425}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.006727467264447893, 'provider_offers': 0.00023978778294154576, 'marketplace_update': 3.719329833984375e-06, 'blockchain_operations': 0.03223789419446673}"
36,4,151,0,0,151,0,0,"{'commuter_decisions': 0.006632955980972505, 'provider_offers': 0.00023942598154847052, 'marketplace_update': 3.6904509638396788e-06, 'blockchain_operations': 0.03178420536954638}"
37,4,151,0,0,151,0,0,"{'commuter_decisions': 0.006580342849095662, 'provider_offers': 0.00023946166038513184, 'marketplace_update': 3.6822424994574653e-06, 'blockchain_operations': 0.0313431355688307}"
37,4,151,0,0,151,0,0,"{'commuter_decisions': 0.00649076618560373, 'provider_offers': 0.00023967599215572827, 'marketplace_update': 3.6971209800406678e-06, 'blockchain_operations': 0.03196050042975439}"
38,4,153,0,0,153,0,0,"{'commuter_decisions': 0.006432053205129263, 'provider_offers': 0.00023959778450630806, 'marketplace_update': 3.6890442306930956e-06, 'blockchain_operations': 0.03152902061874802}"
39,4,153,0,0,153,0,0,"{'commuter_decisions': 0.006380707422892253, 'provider_offers': 0.0002396710713704427, 'marketplace_update': 3.7066141764322917e-06, 'blockchain_operations': 0.03212053934733073}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.0062970142615468875, 'provider_offers': 0.0002395949865642347, 'marketplace_update': 3.6986250626413447e-06, 'blockchain_operations': 0.03169830849296168}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.006215445407025226, 'provider_offers': 0.00024063865859787185, 'marketplace_update': 3.675361732383827e-06, 'blockchain_operations': 0.031287004421283675}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.006135977231539213, 'provider_offers': 0.00024018226525722406, 'marketplace_update': 3.6526948977739385e-06, 'blockchain_operations': 0.030886246607853815}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.006058545052250729, 'provider_offers': 0.0002395865283434904, 'marketplace_update': 3.6306019070782238e-06, 'blockchain_operations': 0.030496026896223237}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.005983027815818787, 'provider_offers': 0.0002394139766693115, 'marketplace_update': 3.612041473388672e-06, 'blockchain_operations': 0.030115261673927307}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.005909460562246817, 'provider_offers': 0.00023926334616578655, 'marketplace_update': 3.5880524435161073e-06, 'blockchain_operations': 0.029743948100525656}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.005837600405623273, 'provider_offers': 0.00023890704643435593, 'marketplace_update': 3.5704635992282776e-06, 'blockchain_operations': 0.029381545578561177}"
39,4,155,0,0,155,0,0,"{'commuter_decisions': 0.005767457456473845, 'provider_offers': 0.00023851337203060287, 'marketplace_update': 3.53893601750753e-06, 'blockchain_operations': 0.029027890010052418}"
40,4,155,0,0,155,0,0,"{'commuter_decisions': 0.0073964766093662804, 'provider_offers': 0.00023950565428960892, 'marketplace_update': 3.56776373726981e-06, 'blockchain_operations': 0.02868265197390602}"
40,4,159,0,0,159,0,0,"{'commuter_decisions': 0.007309952904196347, 'provider_offers': 0.00023978177238913144, 'marketplace_update': 3.5846934599034926e-06, 'blockchain_operations': 0.03266477584838867}"
41,4,169,0,0,169,0,0,"{'commuter_decisions': 0.007253347441207531, 'provider_offers': 0.00024027325386224792, 'marketplace_update': 3.6012294680573218e-06, 'blockchain_operations': 0.03228539367054784}"
41,4,169,0,0,169,0,0,"{'commuter_decisions': 0.007170436026036054, 'provider_offers': 0.00024059175074785604, 'marketplace_update': 3.6146448946547235e-06, 'blockchain_operations': 0.033092446710871554}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.007089216600764881, 'provider_offers': 0.00024042346260764381, 'marketplace_update': 3.622336821122603e-06, 'blockchain_operations': 0.03271683779629794}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.007010200050439727, 'provider_offers': 0.00024076793970686665, 'marketplace_update': 3.627177034870962e-06, 'blockchain_operations': 0.032349640064025194}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006932552655537923, 'provider_offers': 0.00024065706464979384, 'marketplace_update': 3.6107169257269964e-06, 'blockchain_operations': 0.031990665859646265}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006856538437225007, 'provider_offers': 0.00024056172632909084, 'marketplace_update': 3.602478530380752e-06, 'blockchain_operations': 0.03163945019900144}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006782174110412598, 'provider_offers': 0.00024034925129102624, 'marketplace_update': 3.584053205407184e-06, 'blockchain_operations': 0.03129586966141411}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.0067094115800755, 'provider_offers': 0.00024007469095209595, 'marketplace_update': 3.5685877646169353e-06, 'blockchain_operations': 0.030959675388951457}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006638194652313882, 'provider_offers': 0.00023987191788693693, 'marketplace_update': 3.553451375758394e-06, 'blockchain_operations': 0.03063062657701208}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006568477028294614, 'provider_offers': 0.00023963325902035361, 'marketplace_update': 3.526085301449424e-06, 'blockchain_operations': 0.030308515147158974}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006500209371248881, 'provider_offers': 0.0002394715944925944, 'marketplace_update': 3.5216410954793296e-06, 'blockchain_operations': 0.02999311437209447}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006433349294760793, 'provider_offers': 0.00023921986216122342, 'marketplace_update': 3.50745682863845e-06, 'blockchain_operations': 0.02968422653748817}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006367856142472247, 'provider_offers': 0.0002393089995092275, 'marketplace_update': 3.491129193987165e-06, 'blockchain_operations': 0.029381630372027963}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006303683675900854, 'provider_offers': 0.00023921812423551925, 'marketplace_update': 3.4751314105409565e-06, 'blockchain_operations': 0.029085149668683908}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.0062407970428466795, 'provider_offers': 0.0002391362190246582, 'marketplace_update': 3.459453582763672e-06, 'blockchain_operations': 0.02879459857940674}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006179214704154742, 'provider_offers': 0.0002389284643796411, 'marketplace_update': 3.4370044670482674e-06, 'blockchain_operations': 0.028509919006045503}"
41,4,171,0,0,171,0,0,"{'commuter_decisions': 0.00611878142637365, 'provider_offers': 0.00023865466024361405, 'marketplace_update': 3.4220078412224266e-06, 'blockchain_operations': 0.028230704513250614}"
42,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006092210417812311, 'provider_offers': 0.0002386593124241505, 'marketplace_update': 3.4258203599059468e-06, 'blockchain_operations': 0.02795690934634903}"
42,4,171,0,0,171,0,0,"{'commuter_decisions': 0.006033977636924157, 'provider_offers': 0.00023956711475665754, 'marketplace_update': 3.4410219926100512e-06, 'blockchain_operations': 0.028147332943402804}"
42,4,172,0,0,172,0,0,"{'commuter_decisions': 0.0059766723996117, 'provider_offers': 0.00023947670346214658, 'marketplace_update': 3.4354981921968007e-06, 'blockchain_operations': 0.02787956737336658}"
43,4,172,0,0,172,0,0,"{'commuter_decisions': 0.005943242109046792, 'provider_offers': 0.0002395679365913823, 'marketplace_update': 3.4323278463111734e-06, 'blockchain_operations': 0.027616835990042058}"
43,4,172,0,0,172,0,0,"{'commuter_decisions': 0.005888054304033797, 'provider_offers': 0.00023978670066762193, 'marketplace_update': 3.4470424473842727e-06, 'blockchain_operations': 0.028072299244247863}"
43,4,174,0,0,174,0,0,"{'commuter_decisions': 0.005833703058737295, 'provider_offers': 0.00023982701478181062, 'marketplace_update': 3.441616340919777e-06, 'blockchain_operations': 0.027812684023821796}"
43,4,174,0,0,174,0,0,"{'commuter_decisions': 0.0057803097121212465, 'provider_offers': 0.00023968285376872492, 'marketplace_update': 3.429727816800459e-06, 'blockchain_operations': 0.027557806137504928}"
45,4,174,0,0,174,0,0,"{'commuter_decisions': 0.005781923640858043, 'provider_offers': 0.00023994879289106888, 'marketplace_update': 3.426725214177912e-06, 'blockchain_operations': 0.02730756239457564}"
46,4,178,0,0,178,0,0,"{'commuter_decisions': 0.005752958692945876, 'provider_offers': 0.0002401111362216709, 'marketplace_update': 3.4323683730116834e-06, 'blockchain_operations': 0.02706189198536916}"
47,4,178,0,0,178,0,0,"{'commuter_decisions': 0.005723406161580767, 'provider_offers': 0.00024046642439705984, 'marketplace_update': 3.4357820238385884e-06, 'blockchain_operations': 0.02751743793487549}"
47,4,180,0,0,180,0,0,"{'commuter_decisions': 0.005673100463056986, 'provider_offers': 0.000240779556004347, 'marketplace_update': 3.4517946496474005e-06, 'blockchain_operations': 0.027938912400102194}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.0056234849126715405, 'provider_offers': 0.00024074838872541462, 'marketplace_update': 3.4570693969726562e-06, 'blockchain_operations': 0.027694131198682283}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.005574696996937628, 'provider_offers': 0.00024061203002929689, 'marketplace_update': 3.4435935642408287e-06, 'blockchain_operations': 0.027453582183174466}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.0055267523074972215, 'provider_offers': 0.00024050268633612272, 'marketplace_update': 3.4303500734526534e-06, 'blockchain_operations': 0.027217180564485747}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.005479627185397678, 'provider_offers': 0.00024036260751577525, 'marketplace_update': 3.417332967122396e-06, 'blockchain_operations': 0.026984828150170483}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.005433298773684744, 'provider_offers': 0.00024019863645909195, 'marketplace_update': 3.406556986146054e-06, 'blockchain_operations': 0.0267564058303833}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.0053877489907400945, 'provider_offers': 0.00024003742121848738, 'marketplace_update': 3.3939585966222424e-06, 'blockchain_operations': 0.02653182454469825}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.005342956384023031, 'provider_offers': 0.00023988087972005208, 'marketplace_update': 3.3835570017496744e-06, 'blockchain_operations': 0.0263109823067983}"
47,4,182,0,0,182,0,0,"{'commuter_decisions': 0.005298955381409196, 'provider_offers': 0.00023968357685183692, 'marketplace_update': 3.3713569325849043e-06, 'blockchain_operations': 0.026093892814699284}"
48,4,182,0,0,182,0,0,"{'commuter_decisions': 0.005278249255946425, 'provider_offers': 0.0002400386528890641, 'marketplace_update': 3.374990869740971e-06, 'blockchain_operations': 0.02588026249994997}"
48,4,182,0,0,182,0,0,"{'commuter_decisions': 0.0052356390449089735, 'provider_offers': 0.00024028909884817233, 'marketplace_update': 3.3901958930783154e-06, 'blockchain_operations': 0.026290226758010987}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.005193610345163653, 'provider_offers': 0.00024022979121054373, 'marketplace_update': 3.384005638860887e-06, 'blockchain_operations': 0.026078539509927074}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.0051521663665771485, 'provider_offers': 0.0002400989532470703, 'marketplace_update': 3.3740997314453123e-06, 'blockchain_operations': 0.025870166778564452}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.005111380228920589, 'provider_offers': 0.00023991531795925565, 'marketplace_update': 3.3624588497101314e-06, 'blockchain_operations': 0.025665093982030474}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.005071228883397861, 'provider_offers': 0.00023978901660348485, 'marketplace_update': 3.352878600593627e-06, 'blockchain_operations': 0.0254632506783553}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.005031712353229523, 'provider_offers': 0.00023964233696460724, 'marketplace_update': 3.341585397720337e-06, 'blockchain_operations': 0.02526456117630005}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004992808482443639, 'provider_offers': 0.00023953674375548842, 'marketplace_update': 3.337860107421875e-06, 'blockchain_operations': 0.025068952131641002}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.00495453247657189, 'provider_offers': 0.0002393795893742488, 'marketplace_update': 3.325022183931791e-06, 'blockchain_operations': 0.02487639097067026}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.0049168117173755445, 'provider_offers': 0.00023923029426399988, 'marketplace_update': 3.3160202375805104e-06, 'blockchain_operations': 0.024686731454980283}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004879660678632332, 'provider_offers': 0.0002390922922076601, 'marketplace_update': 3.314379489783085e-06, 'blockchain_operations': 0.02449994556831591}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004843068302125859, 'provider_offers': 0.00023905495951946518, 'marketplace_update': 3.310970793989368e-06, 'blockchain_operations': 0.02431599179604896}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004807023859735745, 'provider_offers': 0.00023907156132940035, 'marketplace_update': 3.298716758614156e-06, 'blockchain_operations': 0.024134767589284414}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004771513409084744, 'provider_offers': 0.00023932103757505065, 'marketplace_update': 3.2972406457971642e-06, 'blockchain_operations': 0.023956272337171767}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004736561985576854, 'provider_offers': 0.0002392898587619557, 'marketplace_update': 3.294033162734088e-06, 'blockchain_operations': 0.023780409027548396}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.004702077294788221, 'provider_offers': 0.00023922084891883126, 'marketplace_update': 3.2856516594434305e-06, 'blockchain_operations': 0.023607055636217993}"
48,4,184,0,0,184,0,0,"{'commuter_decisions': 0.00466809238212696, 'provider_offers': 0.00023907336635866028, 'marketplace_update': 3.2756639563519023e-06, 'blockchain_operations': 0.02343622152356134}"
